index,file_name,program_name,start_time,end_time,speaker,transcription,start_time_ms,end_time_ms
9874,12372.wav,انقسامات العالم تثقل قمة العشرين,00:06:24.680000,00:06:52.880000,Speaker 2,أمريكا والغرب يعتبرونه غزو روسي و روسيا تقول أنها عملية عسكرية خاصة، رغم الخلافات اللي سيطرت على قمة بالي من أول يوم، إلا أن دور الرئيس الاندونيسي كان مهم في تقريب وجهات النظر فرغم أنه جهود الاستضافة بوتين على طاولة واحدة مع الغرب ما اكتملت، إلا أنه قدر يستضيف الوفود الغربية والوفد الروسي في قاعة واحدة وأكد في خطاب قدامهم على أهمية إنهاء الحرب بطريقة سلمية,1064000,1292000
9875,12375.wav,انقسامات العالم تثقل قمة العشرين,00:08:59.330000,00:09:04.220000,Speaker 1,قبل أن ننهي الحلقة فيه كم خبر على السريع,869000,764000
9876,12376.wav,انقسامات العالم تثقل قمة العشرين,00:09:04.220000,00:09:34.550000,Speaker 1,الخبر الأول من ناسا اللي تستعد لإطلاق آرتمس ون يوم الأربعاء الجاي بعد مشاكل تقنية ومناخية هذه ستكون أول رحلة لناسا للقمر من ثلاثة وخمسين سنة، وفي الخبر الثاني موقع ديفينت آرت أطلق ذكاء اصطناعي بإسم دريم أب هذا ذكاء الاصطناعي تدرب على صور الفنانين المرفوعة للموقع ويستخدمها عشان ينتج صور جديدة هذه الخطوة زعلت الفنانين اللس صورهم موجودة على الموقع واعتبروا هذا الشيء سرقة لجهودهم، لكن الموقع وفر لهم طريقة بأنهم يشيلوا صورهم من بيانات تدريب الذكاء الاصطناعي,764000,1124000
9877,12378.wav,انقسامات العالم تثقل قمة العشرين,00:09:39.920000,00:09:41.090000,Speaker 1,وأنا ثمود بن محفوظ,1499000,671000
9878,12379.wav,انقسامات العالم تثقل قمة العشرين,00:09:41.090000,00:09:42.710000,Speaker 2,حررها محمود أبو ندى,671000,1292000
9879,12380.wav,انقسامات العالم تثقل قمة العشرين,00:09:42.710000,0:09:52.326531,Speaker 2,نشوفكم بكرة الفجر,1292000,918531
9881,12382.wav,آخر تطورات العلاقات السورية — العربية,00:00:51.360000,00:00:57.280000,تركي القحطاني,شكله مسلسل دوافير ذا.,411000,337000
9882,12384.wav,آخر تطورات العلاقات السورية — العربية,00:01:04.480000,00:01:13.370000,فارس الفرزان,وأنا فارس فزان. خبر اليوم عن استعادة حركة حماس الفلسطينية لعلاقاتها مع النظام السوري.,544000,443000
9883,12385.wav,آخر تطورات العلاقات السورية — العربية,00:01:13.370000,00:01:26.060000,Speaker 3,«الواقع يقول أنه هذه العلاقات بين حماس وبين إيران، وبين حماس وبين الأردن، وبين حماس والسعودية. مصر سوريا هي علاقة متوازنة قائمة على أنه الدعم..»,443000,146000
9887,12390.wav,آخر تطورات العلاقات السورية — العربية,00:11:35.610000,00:11:39.210000,فارس الفرزان,أنتج هذه الحلقة حسين إسماعيل وقدمتها أنا فارس الفرزان.,1305000,909000
9888,12391.wav,آخر تطورات العلاقات السورية — العربية,00:11:39.210000,00:11:40.770000,تركي القحطاني,وأنا تركي القحطاني.,909000,1470000
9889,12392.wav,آخر تطورات العلاقات السورية — العربية,00:11:40.770000,00:11:42.780000,فارس الفرزان,وحررها محمود أبو ندى.,1470000,1482000
9890,12393.wav,آخر تطورات العلاقات السورية — العربية,00:11:42.780000,0:11:52.124082,تركي القحطاني,نشوفكم بكرة بإذن الله.,1482000,836082
9891,12394.wav,تفوق قارسيا رغم التعادل,00:00:01.940000,00:00:10.990000,Speaker 0,سيداتي آنساتي سادتي.,941000,1000000
9893,12396.wav,تفوق قارسيا رغم التعادل,00:01:38.310000,00:01:40.860000,عبيدالله العيسي,يا هلا وسهلا. أسعد الله مساءك يا أبو سعود.,408000,960000
9894,12397.wav,تفوق قارسيا رغم التعادل,00:01:40.860000,00:01:42.910000,خالد القحطاني,كيف شفت الجولة؟,960000,1012000
9896,12399.wav,تفوق قارسيا رغم التعادل,00:02:27.990000,00:02:43.800000,خالد القحطاني,ومقبلين على حزمة مباريات كبرى صراحة كثير يعني. عندنا الهلال والاتحاد، وبعد ذلك الشباب والاتحاد، وعندنا برضه أعتقد اتحاد أو عفوًا النصر والشباب برضه بعدهم. فثلاث مباريات كبرى أتوقَّع بتكون في ظرف شهر خمسة مباريات كبرى بتكون في ظرف شهر.,1137000,963000
9897,12400.wav,تفوق قارسيا رغم التعادل,00:02:43.800000,00:02:45.000,عبيدالله العيسي,وداخلين على السوبر.,963000,165000
9901,12405.wav,تفوق قارسيا رغم التعادل,00:13:55.730000,00:13:56.590000,خالد القحطاني,إيه والله.,1565000,1426000
9903,12407.wav,تفوق قارسيا رغم التعادل,00:15:05.340000,00:15:05.550000,خالد القحطاني,صراحة.,1245000,1455000
9905,12409.wav,تفوق قارسيا رغم التعادل,00:19:35.180000,00:19:35.780000,خالد القحطاني,روسو.,1355000,1955000
9906,12411.wav,تفوق قارسيا رغم التعادل,00:19:41.180000,00:19:41.720000,خالد القحطاني,صحيح.,1361000,1901000
9908,12413.wav,تفوق قارسيا رغم التعادل,00:20:22.790000,00:20:23.600000,خالد القحطاني,صحيح.,2012000,1823000
9911,12416.wav,تفوق قارسيا رغم التعادل,00:23:26.540000,00:23:48.680000,عبيدالله العيسي,أنا أتوقَّع أغراه يا أبو سعود في موضوع مارتينيز، أغراه إنه الهلال ماهو قاعد يهاجم الأطراف، فبالتالي أنا ماني مضطر إنه جناحي اليمين اللي هو أيمن يحيى يكون عنده التزام دفاعي كبير، أحتاج لاعب بالكرة أفضل، يقدر ينقلني في عملية الارتداد زي بيتي مارتينيز. علي الحسن أنا أتوقَّع ترى على فكرة الاثنين اللي غيَّرهم أيمن يحيى وعبدالله الخيبري أخذوا بطاقات صفراء في شوط المباراة الأول.,1946000,2108000
9912,12417.wav,تفوق قارسيا رغم التعادل,00:23:48.680000,00:23:48.950000,خالد القحطاني,صحيح.,2108000,2378000
9914,12420.wav,تفوق قارسيا رغم التعادل,00:26:19.310000,00:26:19.480000,عبيدالله العيسي,صحيح.,1889000,2059000
9915,12421.wav,تفوق قارسيا رغم التعادل,00:26:19.480000,00:26:37.610000,خالد القحطاني,ما عاد تبقَّى أكثر من اللي راح. فلو يبني الهلال اليوم على تشكيلة متكاملة المفروض إنك تحط واحد يماثل سلمان أو أفضل منه يملى هذا المكان. من اللي كان يملى هذا المكان المفترض؟ هو اللاعب السيء جدًا ماتيوس بيريرا. بيريرا اليوم لما فقد مكانه.,2059000,2207000
9916,12422.wav,تفوق قارسيا رغم التعادل,00:26:37.610000,00:26:40.070000,عبيدالله العيسي,وبالنسبة لبيريرا ترى في النهاية الأمر هو لاعب عشرة، وممكن يلعب طرف يمين.,2207000,1670000
9917,12423.wav,تفوق قارسيا رغم التعادل,00:26:40.070000,00:26:49.010000,خالد القحطاني,خلِّينا نتكلم أبو علي لو غيَّر الرسم، لو غيَّر رسم لاعب كنو ومعاه كويلار كان المفروض إنه هو اللي يلعب عشرة هنا، وينزِّل كويلار.,1670000,1619000
9918,12424.wav,تفوق قارسيا رغم التعادل,00:26:49.010000,00:26:50.910000,عبيدالله العيسي,لكن ماهو مغري لك إنك تغيِّر رسم علشانه.,1619000,2520000
9919,12426.wav,تفوق قارسيا رغم التعادل,00:28:11.560000,00:28:11.860000,عبيدالله العيسي,ما فكَّر فيه.,2251000,2551000
9921,12428.wav,تفوق قارسيا رغم التعادل,00:30:03.680000,00:30:23.450000,عبيدالله العيسي,اختلاف خصائص يعني في نهاية الأمر، هذا يخدمك في أدوار، وهذا يخدمك في أدوار ثانية. ولكن أتوقَّع إنه في الفريقين يعني مافيه استفادة قصوى من اللاعب الأجنبي، يعني يمكن أكثر فريقين اليوم اللي هم المنافسين للهلال، النصر على بطولة الدوري هم اللي ينحطُّون سؤال كل جولة من هو الثامن اللي بيطلع برّا القاعة؟,2483000,2273000
9922,12429.wav,تفوق قارسيا رغم التعادل,00:30:23.450000,00:30:23.690000,خالد القحطاني,صحيح.,2273000,2513000
9924,12431.wav,تفوق قارسيا رغم التعادل,00:32:49.440000,00:32:56.990000,خالد القحطاني,مع العلم أنه قبل دياز كان يسمى جارديم أنه حامل.,2409000,2966000
9926,12434.wav,تفوق قارسيا رغم التعادل,00:34:27.070000,00:34:28.570000,عبيدالله العيسي,فك عمرك.,2137000,2638000
9927,12436.wav,تفوق قارسيا رغم التعادل,00:34:39.320000,00:34:41.450000,عبيدالله العيسي,الرابح الأكبر من هالجولة. أنا أشوف أبو سعود.,2399000,2531000
9928,12437.wav,تفوق قارسيا رغم التعادل,00:34:41.450000,00:34:48.297000,خالد القحطاني,أتوقَّع إنك شفت لقلطة ركلة الجزاء كيف حمدالله لقطها؟,2531000,2385000
9929,12439.wav,تفوق قارسيا رغم التعادل,00:34:48.362000,00:34:49.010000,خالد القحطاني,يا أخي مو طبيعي.,2450000,2099000
9931,12441.wav,تفوق قارسيا رغم التعادل,00:38:41.550000,00:38:42.870000,خالد القحطاني,هذا والله السؤال من المباراة اللي راحت.,2871000,3192000
9932,12442.wav,تفوق قارسيا رغم التعادل,00:38:42.870000,00:38:45.270000,عبيدالله العيسي,يعني وأنا أتابع المباراة أقول.,3192000,2595000
9933,12443.wav,تفوق قارسيا رغم التعادل,00:38:45.270000,00:38:45.370000,خالد القحطاني,فيه شيء.,2595000,2695000
9934,12444.wav,تفوق قارسيا رغم التعادل,00:38:45.370000,00:38:46.680000,خالد القحطاني,فيه فكرة، فيه اختراع.,2695000,3006000
9936,12447.wav,تفوق قارسيا رغم التعادل,00:40:25.570000,00:40:43.650000,عبيدالله العيسي,أكثر من اسم، يعني تتكلم عن فترة التوقُّف: أحمد شراحيلي رجع، عبدالعزيز البيشي رجع، مهند الشنقيطي رجع، وأضاف عليهم إضافة مهمة جدًا: زكريا هوساوي اللي قدَّم مباراة جدًا ممتازة، نتكلم عن أربعة عناصر أنت أصلًا في المرحلة اللي قبل كأس العالم في الثمان جولات اللي كنت كويس فيها إلى حد، هذولا ما كانوا موجودين.,2995000,3093000
